Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,MB,Cassette
31,-1,4,1,2,LD,FM,0,1
31,-1,5,1,2,LD,FM,0,1
31,-1,6,1,2,LD,FO,0,1
31,-1,7,1,2,LD,FO,0,1
31,-1,8,1,2,LD,FO,0,1
31,-1,9,0,0,LD,cO,0,1
31,0,-10,1,1,LD,aO,0,2
31,0,-9,1,2,LD,FO,0,2
31,0,-8,1,2,LD,FO,0,2
31,0,-7,1,2,LD,FM,0,2
31,0,-6,1,2,LD,FM,0,2
31,0,-5,1,2,HD,FI,0,2
31,0,-4,2,2,HD,FI,0,2
31,0,-3,3,2,HD,FI,0,2
31,0,2,3,2,HD,FI,3,0
31,0,3,2,2,HD,FI,3,0
31,0,4,1,2,HD,FI,3,0
31,0,5,1,2,LD,FM,9,0
31,0,6,1,2,LD,FM,9,0
31,0,7,1,2,LD,FO,9,0
31,0,8,1,2,LD,FO,9,0
31,0,9,1,1,LD,aO,9,0
31,1,-10,1,1,LD,aO,1,2
31,1,-9,1,2,LD,FO,1,2
31,1,-8,1,2,LD,FO,1,2
31,1,-7,1,2,LD,FO,1,2
31,1,-6,1,2,LD,FM,1,2
31,1,-5,1,2,LD,FM,1,2
31,1,-4,1,2,HD,FI,1,2
31,1,-3,2,2,HD,FI,1,2
31,1,-2,3,2,HD,bI,1,2
31,1,2,3,2,HD,bI,1,0
31,1,3,2,2,HD,FI,2,0
31,1,4,1,2,HD,FI,2,0
31,1,5,1,2,LD,FM,8,0
31,1,6,1,2,LD,FM,8,0
31,1,7,1,2,LD,FO,8,0
31,1,8,1,2,LD,FO,8,0
31,1,9,1,2,LD,FO,8,0
31,1,10,1,1,LD,aO,8,0
31,2,-9,1,2,LD,bO,2,2
31,2,-8,1,2,LD,FO,2,2
31,2,-7,1,2,LD,FO,2,2
31,2,-6,1,2,LD,FO,2,2
31,2,-5,1,2,LD,FM,2,2
31,2,-4,1,2,LD,FM,2,2
31,2,-3,1,2,HD,FI,2,2
31,2,-2,2,2,HD,FI,2,2
31,2,-1,3,2,HD,FI,3,2
31,2,0,2,2,HD,aI,0,0
31,2,1,2,2,HD,aI,3,0
31,2,2,3,2,HD,FI,0,0
31,2,3,2,2,HD,FI,1,0
31,2,4,1,2,HD,FI,2,0
31,2,5,1,2,LD,FM,7,0
31,2,6,1,2,LD,FM,7,0
31,2,7,1,2,LD,FO,7,0
31,2,8,1,2,LD,FO,7,0
31,2,9,1,2,LD,FO,7,0
31,2,10,1,2,LD,bO,7,0
31,3,-8,1,2,LD,FO,3,2
31,3,-7,1,2,LD,FO,3,2
31,3,-6,1,2,LD,FO,3,2
31,3,-5,1,2,LD,FO,3,2
31,3,-4,1,2,LD,FM,6,2
31,3,-3,1,2,LD,FM,7,2
31,3,-2,1,2,HD,FI,2,2
31,3,-1,2,2,HD,FI,3,2
31,3,0,2,2,HD,FI,0,0
31,3,1,3,2,HD,FI,1,0
31,3,2,2,2,HD,FI,3,0
31,3,3,2,2,HD,FI,0,0
31,3,4,1,2,HD,FI,1,0
31,3,5,1,2,LD,FM,2,0
31,3,6,1,2,LD,FM,6,0
31,3,7,1,2,LD,FO,6,0
31,3,8,1,2,LD,FO,6,0
31,3,9,1,2,LD,FO,6,0
31,3,10,1,2,LD,FO,6,0
31,4,-8,0,0,LD,cO,4,2
31,4,-7,1,2,LD,FO,4,2
31,4,-6,1,2,LD,FO,4,2
31,4,-5,1,2,LD,FO,4,2
31,4,-4,1,2,LD,FO,6,2
31,4,-3,1,2,LD,FM,7,2
31,4,-2,1,2,LD,FM,8,2
31,4,-1,1,2,HD,FI,3,2
31,4,0,1,2,HD,FI,0,0
31,4,1,2,2,HD,FI,1,0
31,4,2,2,2,HD,FI,2,0
31,4,3,1,2,HD,FI,3,0
31,4,4,1,2,HD,FI,0,0
31,4,5,1,2,LD,FM,1,0
31,4,6,1,2,LD,FM,2,0
31,4,7,1,2,LD,FO,3,0
31,4,8,1,2,LD,FO,4,0
31,4,9,1,2,LD,FO,5,0
31,4,10,1,2,LD,FO,5,0
31,4,11,0,0,LD,cO,5,0
31,5,-6,1,1,LD,dO,5,2
31,5,-5,1,2,LD,FO,5,2
31,5,-4,1,2,LD,FO,6,2
31,5,-3,1,2,LD,FO,7,2
31,5,-2,1,2,LD,FM,8,2
31,5,-1,1,2,LD,FM,9,2
31,5,0,1,2,LD,FM,0,0
31,5,1,1,2,HD,FI,1,0
31,5,2,1,2,HD,FI,2,0
31,5,3,1,2,HD,FI,2,0
31,5,4,1,2,LD,FM,8,0
31,5,5,1,2,LD,FM,0,0
31,5,6,1,2,LD,FM,1,0
31,5,7,1,2,LD,FO,2,0
31,5,8,1,2,LD,FO,3,0
31,5,9,1,2,LD,FO,4,0
31,5,10,1,1,LD,dO,5,0
31,6,-5,1,2,LD,FO,5,2
31,6,-4,1,2,LD,FO,6,2
31,6,-3,1,2,LD,FO,7,2
31,6,-2,1,2,LD,FO,8,2
31,6,-1,1,2,LD,FM,9,2
31,6,0,1,2,LD,FM,0,0
31,6,1,1,2,LD,FM,1,0
31,6,2,1,2,LD,FM,2,0
31,6,3,1,2,LD,FM,6,0
31,6,4,1,2,LD,FM,7,0
31,6,5,1,2,LD,FM,8,0
31,6,6,1,2,LD,FM,0,0
31,6,7,1,2,LD,FO,1,0
31,6,8,1,2,LD,FO,2,0
31,6,9,1,2,LD,FO,3,0
31,6,10,1,2,LD,FO,4,0
31,7,-5,0,0,LD,cO,5,2
31,7,-4,1,2,LD,FO,6,2
31,7,-3,1,2,LD,FO,7,2
31,7,-2,1,2,LD,FO,8,2
31,7,-1,1,2,LD,FO,9,2
31,7,0,1,2,LD,FO,0,0
31,7,1,1,2,LD,FM,1,0
31,7,2,1,2,LD,FM,2,0
31,7,3,1,2,LD,FM,4,0
31,7,4,1,2,LD,FM,6,0
31,7,5,1,2,LD,FM,7,0
31,7,6,1,2,LD,FO,8,0
31,7,7,1,2,LD,FO,0,0
31,7,8,1,2,LD,FO,1,0
31,7,9,1,2,LD,FO,2,0
31,7,10,1,2,LD,FO,3,0
31,7,11,0,0,LD,cO,4,0
31,8,-3,1,2,LD,bO,7,2
31,8,-2,1,2,LD,FO,8,2
31,8,-1,1,2,LD,FO,9,2
31,8,0,1,2,LD,FO,0,0
31,8,1,1,2,LD,FO,1,0
31,8,2,1,2,LD,FO,2,0
31,8,3,1,2,LD,FO,4,0
31,8,4,1,2,LD,FO,5,0
31,8,5,1,2,LD,FO,6,0
31,8,6,1,2,LD,FO,7,0
31,8,7,1,2,LD,FO,8,0
31,8,8,1,2,LD,FO,0,0
31,8,9,1,2,LD,FO,1,0
31,8,10,1,2,LD,bO,2,0
31,9,-2,1,1,LD,aO,8,2
31,9,-1,1,1,LD,aO,9,2
31,9,0,1,2,LD,FO,0,0
31,9,1,1,2,LD,FO,1,0
31,9,2,1,2,LD,FO,2,0
31,9,3,1,2,LD,FO,4,0
31,9,4,1,2,LD,FO,3,0
31,9,5,1,2,LD,FO,5,0
31,9,6,1,2,LD,FO,6,0
31,9,7,1,2,LD,FO,7,0
31,9,8,1,2,LD,FO,8,0
31,9,9,1,1,LD,aO,0,0
31,9,10,1,1,LD,aO,1,0
31,10,0,0,0,LD,cO,0,0
31,10,1,1,2,LD,FO,1,0
31,10,2,1,2,LD,FO,2,0
31,10,3,1,2,LD,FO,4,0
31,10,4,1,2,LD,FO,3,0
31,10,5,1,2,LD,FO,3,0
31,10,6,1,2,LD,FO,5,0
31,10,7,1,2,LD,FO,6,0
31,10,8,1,2,LD,FO,7,0
31,10,9,0,0,LD,cO,8,0
31,11,2,0,0,LD,cO,2,0
31,11,3,1,1,LD,dO,4,0
31,11,4,1,1,LD,dO,3,0
31,11,6,1,1,LD,dO,3,0
31,11,7,1,1,LD,dO,5,0
31,11,8,0,0,LD,cO,6,0
32,-11,-8,0,0,LD,cO,6,1
32,-11,-7,1,1,LD,aO,5,1
32,-11,-6,1,2,LD,bO,3,1
32,-11,-4,1,2,LD,bO,3,1
32,-11,-3,1,1,LD,aO,4,1
32,-11,-2,0,0,LD,cO,2,1
32,-10,-9,0,0,LD,cO,8,1
32,-10,-8,1,2,LD,FO,7,1
32,-10,-7,1,2,LD,FO,6,1
32,-10,-6,1,2,LD,FO,5,1
32,-10,-5,1,2,LD,FO,3,1
32,-10,-4,1,2,LD,FO,3,1
32,-10,-3,1,2,LD,FO,4,1
32,-10,-2,1,2,LD,FO,2,1
32,-10,-1,1,2,LD,FO,1,1
32,-10,0,0,0,LD,cO,0,1
32,-9,-10,1,1,LD,aO,1,2
32,-9,-9,1,1,LD,aO,0,2
32,-9,-8,1,2,LD,FO,8,1
32,-9,-7,1,2,LD,FO,7,1
32,-9,-6,1,2,LD,FO,6,1
32,-9,-5,1,2,LD,FO,5,1
32,-9,-4,1,2,LD,FO,3,1
32,-9,-3,1,2,LD,FO,4,1
32,-9,-2,1,2,LD,FO,2,1
32,-9,-1,1,2,LD,FO,1,1
32,-9,0,1,2,LD,FO,0,1
32,-9,1,1,1,LD,aO,9,1
32,-9,2,1,1,LD,aO,8,1
32,-8,-11,0,0,LD,cO,4,2
32,-8,-10,1,2,LD,FO,2,2
32,-8,-9,1,2,LD,FO,1,2
32,-8,-8,1,2,LD,FO,0,2
32,-8,-7,1,2,LD,FO,8,1
32,-8,-6,1,2,LD,FO,7,1
32,-8,-5,1,2,LD,FO,6,1
32,-8,-4,1,2,LD,FO,5,1
32,-8,-3,1,2,LD,FO,4,1
32,-8,-2,1,2,LD,FO,2,1
32,-8,-1,1,2,LD,FO,1,1
32,-8,0,1,2,LD,FO,0,1
32,-8,1,1,2,LD,FO,9,1
32,-8,2,1,2,LD,FO,8,1
32,-8,3,1,2,LD,FO,7,1
32,-8,4,0,0,LD,cO,6,1
32,-7,-11,0,0,LD,cO,3,2
32,-7,-10,1,2,LD,FO,4,2
32,-7,-9,1,2,LD,FO,2,2
32,-7,-8,1,2,LD,FO,1,2
32,-7,-7,1,2,LD,FO,0,2
32,-7,-6,1,2,LD,FO,8,1
32,-7,-5,1,2,LD,FO,7,1
32,-7,-4,1,2,LD,FM,6,1
32,-7,-3,1,2,LD,FM,4,1
32,-7,-2,1,2,LD,FM,2,1
32,-7,-1,1,2,LD,FO,1,1
32,-7,0,1,2,LD,FO,0,1
32,-7,1,1,2,LD,FO,9,1
32,-7,2,1,2,LD,FO,8,1
32,-7,3,1,2,LD,FO,7,1
32,-7,4,1,2,LD,FO,6,1
32,-7,5,0,0,LD,cO,5,1
32,-6,-10,1,2,LD,FO,3,2
32,-6,-9,1,2,LD,FO,4,2
32,-6,-8,1,2,LD,FO,2,2
32,-6,-7,1,2,LD,FO,1,2
32,-6,-6,1,2,LD,FO,0,2
32,-6,-5,1,2,LD,FM,8,1
32,-6,-4,1,2,LD,FM,7,1
32,-6,-3,1,2,LD,FM,6,1
32,-6,-2,1,2,LD,FM,2,1
32,-6,-1,1,2,LD,FM,1,1
32,-6,0,1,2,LD,FM,0,1
32,-6,1,1,2,LD,FO,9,1
32,-6,2,1,2,LD,FO,8,1
32,-6,3,1,2,LD,FO,7,1
32,-6,4,1,2,LD,FO,6,1
32,-6,5,1,2,LD,FO,5,1
32,-5,-10,1,1,LD,dO,3,2
32,-5,-9,1,2,LD,FO,3,2
32,-5,-8,1,2,LD,FO,4,2
32,-5,-7,1,2,LD,FO,2,2
32,-5,-6,1,2,LD,FM,1,2
32,-5,-5,1,2,LD,FM,0,2
32,-5,-4,1,2,LD,FM,8,1
32,-5,-3,1,2,LD,FM,7,1
32,-5,-2,1,2,LD,FM,2,1
32,-5,-1,1,2,LD,FM,1,1
32,-5,0,1,2,LD,FM,0,1
32,-5,1,1,2,LD,FM,9,1
32,-5,2,1,2,LD,FM,8,1
32,-5,3,1,2,LD,FO,7,1
32,-5,4,1,2,LD,FO,6,1
32,-5,5,1,2,LD,FO,5,1
32,-5,6,1,1,LD,dO,3,1
32,-4,-11,0,0,LD,cO,5,2
32,-4,-10,1,2,LD,FO,5,2
32,-4,-9,1,2,LD,FO,5,2
32,-4,-8,1,2,LD,FO,5,2
32,-4,-7,1,2,LD,FO,4,2
32,-4,-6,1,2,LD,FM,2,2
32,-4,-5,1,2,LD,FM,1,2
32,-4,-4,1,2,HD,FI,0,2
32,-4,-3,1,2,HD,FI,2,1
32,-4,-2,3,2,HD,FI,1,1
32,-4,-1,3,2,HD,FI,1,1
32,-4,0,1,2,HD,FI,0,1
32,-4,1,1,2,HD,FI,3,1
32,-4,2,1,2,LD,FM,8,1
32,-4,3,1,2,LD,FM,7,1
32,-4,4,1,2,LD,FO,6,1
32,-4,5,1,2,LD,FO,5,1
32,-4,6,1,2,LD,FO,3,1
32,-4,7,1,2,LD,FO,3,1
32,-4,8,0,0,LD,cO,3,1
32,-3,-11,0,0,LD,cO,6,2
32,-3,-10,1,2,LD,FO,6,2
32,-3,-9,1,2,LD,FO,6,2
32,-3,-8,1,2,LD,FO,6,2
32,-3,-7,1,2,LD,FO,6,2
32,-3,-6,1,2,LD,FM,4,2
32,-3,-5,1,2,LD,FM,2,2
32,-3,-4,1,2,HD,FI,1,2
32,-3,-3,2,2,HD,FI,0,2
32,-3,-2,2,2,HD,FI,2,1
32,-3,-1,2,2,HD,FI,1,1
32,-3,0,2,2,HD,FI,0,1
32,-3,1,3,2,HD,FI,3,1
32,-3,2,1,2,HD,FI,2,1
32,-3,3,1,2,LD,FM,7,1
32,-3,4,1,2,LD,FM,4,1
32,-3,5,1,2,LD,FO,4,1
32,-3,6,1,2,LD,FO,4,1
32,-3,7,1,2,LD,FO,4,1
32,-3,8,1,2,LD,FO,4,1
32,-3,9,0,0,LD,cO,4,1
32,-2,-10,1,2,LD,FO,7,2
32,-2,-9,1,2,LD,FO,7,2
32,-2,-8,1,2,LD,FO,7,2
32,-2,-7,1,2,LD,FO,7,2
32,-2,-6,1,2,LD,FM,7,2
32,-2,-5,1,2,LD,FM,7,2
32,-2,-4,1,2,HD,FI,2,2
32,-2,-3,2,2,HD,FI,1,2
32,-2,-2,3,2,HD,FI,0,2
32,-2,-1,2,2,HD,aI,2,1
32,-2,0,2,2,HD,aI,0,1
32,-2,1,3,2,HD,FI,3,1
32,-2,2,2,2,HD,FI,2,1
32,-2,3,1,2,HD,FI,2,1
32,-2,4,1,2,LD,FM,2,1
32,-2,5,1,2,LD,FM,2,1
32,-2,6,1,2,LD,FO,2,1
32,-2,7,1,2,LD,FO,2,1
32,-2,8,1,2,LD,FO,2,1
32,-2,9,1,2,LD,FO,2,1
32,-1,-10,1,1,LD,aO,8,2
32,-1,-9,1,2,LD,FO,8,2
32,-1,-8,1,2,LD,FO,8,2
32,-1,-7,1,2,LD,FO,8,2
32,-1,-6,1,2,LD,FM,8,2
32,-1,-5,1,2,LD,FM,8,2
32,-1,-4,1,2,HD,FI,2,2
32,-1,-3,2,2,HD,FI,2,2
32,-1,-2,3,2,HD,bI,1,2
32,-1,2,3,2,HD,bI,1,1
32,-1,3,2,2,HD,FI,1,1
32,-1,4,1,2,HD,FI,1,1
32,-1,5,1,2,LD,FM,1,1
32,-1,6,1,2,LD,FM,1,1
32,-1,7,1,2,LD,FO,1,1
32,-1,8,1,2,LD,FO,1,1
32,-1,9,1,2,LD,FO,1,1
32,-1,10,1,1,LD,aO,1,1
32,0,-9,1,1,LD,aO,9,2
32,0,-8,1,2,LD,FO,9,2
32,0,-7,1,2,LD,FO,9,2
32,0,-6,1,2,LD,FO,9,2
32,0,-5,1,2,LD,FM,9,2
32,0,-4,1,2,HD,FI,3,2
32,0,-3,3,2,HD,FI,3,2
32,0,-2,3,2,HD,FI,3,2
32,0,3,3,2,HD,FI,0,1
32,0,4,2,2,HD,FI,0,1
32,0,5,1,2,HD,FI,0,1
32,0,6,1,2,LD,FM,0,1
32,0,7,1,2,LD,FO,0,1
32,0,8,1,2,LD,FO,0,1
32,0,9,1,2,LD,FO,0,1
32,0,10,1,1,LD,aO,0,1
32,1,-9,0,0,LD,cO,0,2
32,1,-8,1,2,LD,FO,0,2
32,1,-7,1,2,LD,FO,0,2
32,1,-6,1,2,LD,FO,0,2
32,1,-5,1,2,LD,FM,0,2
32,1,-4,1,2,LD,FM,0,2
32,1,-3,1,2,HD,FI,0,2
32,1,-2,2,2,HD,FI,0,2
32,1,-1,2,2,HD,aI,0,2
32,1,3,2,2,HD,aI,2,0
32,1,4,2,2,HD,FI,2,0
32,1,5,1,2,HD,FI,2,0
32,1,6,1,2,LD,FM,8,0
32,1,7,1,2,LD,FM,8,0
32,1,8,1,2,LD,FO,8,0
32,1,9,1,2,LD,FO,8,0
32,1,10,1,2,LD,FO,8,0
32,1,11,0,0,LD,cO,8,0
32,2,-8,1,2,LD,FO,1,2
32,2,-7,1,2,LD,FO,1,2
32,2,-6,1,2,LD,FO,1,2
32,2,-5,1,2,LD,FO,1,2
32,2,-4,1,2,LD,FM,1,2
32,2,-3,1,2,LD,FM,1,2
32,2,-2,3,2,HD,FI,1,2
32,2,-1,2,2,HD,FI,1,2
32,2,0,2,2,HD,aI,2,2
32,2,3,2,2,HD,aI,0,0
32,2,4,2,2,HD,FI,1,0
32,2,5,3,2,HD,FI,1,0
32,2,6,1,2,LD,FM,7,0
32,2,7,1,2,LD,FM,7,0
32,2,8,1,2,LD,FO,7,0
32,2,9,1,2,LD,FO,7,0
32,2,10,1,2,LD,FO,7,0
32,2,11,1,2,LD,FO,7,0
32,3,-8,0,0,LD,cO,2,2
32,3,-7,1,2,LD,FO,2,2
32,3,-6,1,2,LD,FO,2,2
32,3,-5,1,2,LD,FO,2,2
32,3,-4,1,2,LD,FM,2,2
32,3,-3,1,2,LD,FM,2,2
32,3,-2,1,2,LD,FM,2,2
32,3,-1,3,2,HD,FI,1,2
32,3,0,2,2,HD,FI,2,2
32,3,1,3,2,HD,FI,0,0
32,3,2,3,2,HD,bI,1,0
32,3,3,3,2,HD,FI,3,0
32,3,4,2,2,HD,FI,0,0
32,3,5,3,2,HD,FI,1,0
32,3,6,1,2,LD,FM,2,0
32,3,7,1,2,LD,FM,6,0
32,3,8,1,2,LD,FM,6,0
32,3,9,1,2,LD,FO,6,0
32,3,10,1,2,LD,FO,6,0
32,3,11,1,2,LD,FO,6,0
32,3,12,0,0,LD,cO,6,0
32,4,-7,1,1,LD,aO,4,2
32,4,-6,1,2,LD,FO,4,2
32,4,-5,1,2,LD,FO,4,2
32,4,-4,1,2,LD,FO,4,2
32,4,-3,1,2,LD,FM,4,2
32,4,-2,1,2,LD,FM,6,2
32,4,-1,1,2,LD,FM,7,2
32,4,0,1,2,HD,FI,2,2
32,4,1,2,2,HD,FI,0,0
32,4,2,2,2,HD,FI,1,0
32,4,3,2,2,HD,FI,2,0
32,4,4,3,2,HD,FI,3,0
32,4,5,1,2,HD,FI,0,0
32,4,6,1,2,LD,FM,1,0
32,4,7,1,2,LD,FM,2,0
32,4,8,1,2,LD,FM,4,0
32,4,9,1,2,LD,FO,5,0
32,4,10,1,2,LD,FO,5,0
32,4,11,1,2,LD,FO,5,0
32,4,12,1,1,LD,aO,5,0
32,5,-6,1,2,LD,bO,3,2
32,5,-5,1,2,LD,FO,3,2
32,5,-4,1,2,LD,FO,3,2
32,5,-3,1,2,LD,FO,5,2
32,5,-2,1,2,LD,FM,6,2
32,5,-1,1,2,LD,FM,7,2
32,5,0,1,2,LD,FM,8,2
32,5,1,1,2,HD,FI,0,0
32,5,2,1,2,HD,FI,1,0
32,5,3,1,2,HD,FI,2,0
32,5,4,1,2,HD,FI,2,0
32,5,5,1,2,HD,FI,3,0
32,5,6,1,2,LD,FM,0,0
32,5,7,1,2,LD,FM,1,0
32,5,8,1,2,LD,FM,2,0
32,5,9,1,2,LD,FO,4,0
32,5,10,1,2,LD,FO,3,0
32,5,11,1,2,LD,FO,3,0
32,5,12,1,2,LD,bO,3,0
32,6,-4,1,2,LD,FO,3,2
32,6,-3,1,2,LD,FO,5,2
32,6,-2,1,2,LD,FO,6,2
32,6,-1,1,2,LD,FO,7,2
32,6,0,1,2,LD,FM,8,2
32,6,1,1,2,LD,FM,0,0
32,6,2,1,2,LD,FM,1,0
32,6,3,1,2,LD,FM,2,0
32,6,4,1,2,LD,FM,7,0
32,6,5,1,2,LD,FM,8,0
32,6,6,1,2,LD,FM,9,0
32,6,7,1,2,LD,FM,0,0
32,6,8,1,2,LD,FO,1,0
32,6,9,1,2,LD,FO,2,0
32,6,10,1,2,LD,FO,4,0
32,6,11,1,2,LD,FO,3,0
32,7,-4,1,2,LD,bO,3,2
32,7,-3,1,2,LD,FO,5,2
32,7,-2,1,2,LD,FO,6,2
32,7,-1,1,2,LD,FO,7,2
32,7,0,1,2,LD,FO,8,2
32,7,1,1,2,LD,FO,0,0
32,7,2,1,2,LD,FM,1,0
32,7,3,1,2,LD,FM,2,0
32,7,4,1,2,LD,FM,4,0
32,7,5,1,2,LD,FM,7,0
32,7,6,1,2,LD,FM,8,0
32,7,7,1,2,LD,FO,9,0
32,7,8,1,2,LD,FO,0,0
32,7,9,1,2,LD,FO,1,0
32,7,10,1,2,LD,FO,2,0
32,7,11,1,2,LD,FO,4,0
32,7,12,1,2,LD,bO,3,0
32,8,-3,1,1,LD,aO,5,2
32,8,-2,1,2,LD,FO,6,2
32,8,-1,1,2,LD,FO,7,2
32,8,0,1,2,LD,FO,8,2
32,8,1,1,2,LD,FO,0,0
32,8,2,1,2,LD,FO,1,0
32,8,3,1,2,LD,FO,2,0
32,8,4,1,2,LD,FO,4,0
32,8,5,1,2,LD,FO,6,0
32,8,6,1,2,LD,FO,7,0
32,8,7,1,2,LD,FO,8,0
32,8,8,1,2,LD,FO,9,0
32,8,9,1,2,LD,FO,0,0
32,8,10,1,2,LD,FO,1,0
32,8,11,1,2,LD,FO,2,0
32,8,12,1,1,LD,aO,4,0
32,9,-2,0,0,LD,cO,6,2
32,9,-1,1,2,LD,FO,7,2
32,9,0,1,2,LD,FO,8,2
32,9,1,1,2,LD,FO,0,0
32,9,2,1,2,LD,FO,1,0
32,9,3,1,2,LD,FO,2,0
32,9,4,1,2,LD,FO,4,0
32,9,5,1,2,LD,FO,5,0
32,9,6,1,2,LD,FO,6,0
32,9,7,1,2,LD,FO,7,0
32,9,8,1,2,LD,FO,8,0
32,9,9,1,2,LD,FO,9,0
32,9,10,1,2,LD,FO,0,0
32,9,11,1,2,LD,FO,1,0
32,9,12,0,0,LD,cO,2,0
32,10,0,0,0,LD,cO,8,2
32,10,1,1,1,LD,aO,0,0
32,10,2,1,2,LD,FO,1,0
32,10,3,1,2,LD,FO,2,0
32,10,4,1,2,LD,FO,4,0
32,10,5,1,2,LD,FO,3,0
32,10,6,1,2,LD,FO,5,0
32,10,7,1,2,LD,FO,6,0
32,10,8,1,2,LD,FO,7,0
32,10,9,1,2,LD,FO,8,0
32,10,10,1,1,LD,aO,9,0
32,10,11,0,0,LD,cO,0,0
32,11,2,1,1,LD,aO,1,0
32,11,3,1,2,LD,FO,2,0
32,11,4,1,2,LD,FO,4,0
32,11,5,1,2,LD,FO,3,0
32,11,6,1,1,LD,dO,3,0
32,11,7,1,2,LD,FO,5,0
32,11,8,1,2,LD,FO,6,0
32,11,9,1,2,LD,FO,7,0
32,11,10,1,1,LD,aO,8,0
32,12,4,0,0,LD,cO,4,0
32,12,5,0,0,LD,cO,3,0
32,12,8,0,0,LD,cO,5,0
32,12,9,0,0,LD,cO,6,0
33,-12,-9,0,0,LD,cO,6,1
33,-12,-8,1,1,LD,dO,5,1
33,-12,-5,1,1,LD,dO,4,1
33,-12,-4,0,0,LD,cO,3,1
33,-11,-10,1,1,LD,aO,8,1
33,-11,-9,1,2,LD,FO,7,1
33,-11,-8,1,2,LD,FO,6,1
33,-11,-7,1,2,LD,FO,5,1
33,-11,-6,1,1,LD,dO,5,1
33,-11,-5,1,2,LD,FO,4,1
33,-11,-4,1,2,LD,FO,3,1
33,-11,-3,1,2,LD,FO,2,1
33,-11,-2,1,1,LD,aO,1,1
33,-10,-11,0,0,LD,cO,0,2
33,-10,-10,1,1,LD,aO,9,1
33,-10,-9,1,2,LD,FO,8,1
33,-10,-8,1,2,LD,FO,7,1
33,-10,-7,1,2,LD,FO,6,1
33,-10,-6,1,2,LD,FO,5,1
33,-10,-5,1,2,LD,FO,4,1
33,-10,-4,1,2,LD,FO,3,1
33,-10,-3,1,2,LD,FO,2,1
33,-10,-2,1,2,LD,FO,1,1
33,-10,-1,1,1,LD,aO,0,1
33,-10,0,0,0,LD,cO,10,1
33,-9,-12,0,0,LD,cO,2,2
33,-9,-11,1,2,LD,FO,1,2
33,-9,-10,1,2,LD,FO,0,2
33,-9,-9,1,2,LD,FO,9,1
33,-9,-8,1,2,LD,FO,8,1
33,-9,-7,1,2,LD,FO,7,1
33,-9,-6,1,2,LD,FO,6,1
33,-9,-5,1,2,LD,FO,4,1
33,-9,-4,1,2,LD,FO,3,1
33,-9,-3,1,2,LD,FO,2,1
33,-9,-2,1,2,LD,FO,1,1
33,-9,-1,1,2,LD,FO,0,1
33,-9,0,1,2,LD,FO,10,1
33,-9,1,1,2,LD,FO,9,1
33,-9,2,0,0,LD,cO,8,1
33,-8,-12,1,1,LD,aO,3,2
33,-8,-11,1,2,LD,FO,2,2
33,-8,-10,1,2,LD,FO,1,2
33,-8,-9,1,2,LD,FO,0,2
33,-8,-8,1,2,LD,FO,9,1
33,-8,-7,1,2,LD,FO,8,1
33,-8,-6,1,2,LD,FO,7,1
33,-8,-5,1,2,LD,FO,6,1
33,-8,-4,1,2,LD,FO,3,1
33,-8,-3,1,2,LD,FO,2,1
33,-8,-2,1,2,LD,FO,1,1
33,-8,-1,1,2,LD,FO,0,1
33,-8,0,1,2,LD,FO,10,1
33,-8,1,1,2,LD,FO,9,1
33,-8,2,1,2,LD,FO,8,1
33,-8,3,1,1,LD,aO,7,1
33,-7,-12,1,2,LD,bO,4,2
33,-7,-11,1,2,LD,FO,3,2
33,-7,-10,1,2,LD,FO,2,2
33,-7,-9,1,2,LD,FO,1,2
33,-7,-8,1,2,LD,FO,0,2
33,-7,-7,1,2,LD,FO,9,1
33,-7,-6,1,2,LD,FM,8,1
33,-7,-5,1,2,LD,FM,7,1
33,-7,-4,1,2,LD,FM,3,1
33,-7,-3,1,2,LD,FM,2,1
33,-7,-2,1,2,LD,FM,1,1
33,-7,-1,1,2,LD,FO,0,1
33,-7,0,1,2,LD,FO,10,1
33,-7,1,1,2,LD,FO,9,1
33,-7,2,1,2,LD,FO,8,1
33,-7,3,1,2,LD,FO,7,1
33,-7,4,1,2,LD,bO,6,1
33,-6,-11,1,2,LD,FO,4,2
33,-6,-10,1,2,LD,FO,3,2
33,-6,-9,1,2,LD,FO,2,2
33,-6,-8,1,2,LD,FO,1,2
33,-6,-7,1,2,LD,FM,0,2
33,-6,-6,1,2,LD,FM,9,1
33,-6,-5,1,2,LD,FM,8,1
33,-6,-4,1,2,LD,FM,7,1
33,-6,-3,1,2,LD,FM,2,1
33,-6,-2,1,2,LD,FM,1,1
33,-6,-1,1,2,LD,FM,0,1
33,-6,0,1,2,LD,FM,10,1
33,-6,1,1,2,LD,FO,9,1
33,-6,2,1,2,LD,FO,8,1
33,-6,3,1,2,LD,FO,7,1
33,-6,4,1,2,LD,FO,6,1
33,-5,-12,1,2,LD,bO,6,2
33,-5,-11,1,2,LD,FO,6,2
33,-5,-10,1,2,LD,FO,6,2
33,-5,-9,1,2,LD,FO,3,2
33,-5,-8,1,2,LD,FO,2,2
33,-5,-7,1,2,LD,FM,1,2
33,-5,-6,1,2,LD,FM,0,2
33,-5,-5,1,2,HD,FI,3,1
33,-5,-4,1,2,HD,FI,2,1
33,-5,-3,1,2,HD,FI,2,1
33,-5,-2,1,2,HD,FI,1,1
